Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,text,line,word,mask,annotation
146,P522465.5.3,%akk-x-neoass:ta-da-a-ni=,ta-da-a-ni,"['𒋫', '𒁕', '𒀀', '𒉌']",𒋫𒁕𒀀𒉌,ta-da-a-ni,"['complete', 'complete', 'complete', 'complete']",0.0,P522465,5,3,,seal identification
147,P522465.9.1,%akk-x-neoass:E₂=,E₂,['𒂍'],𒂍,E₂,['complete'],0.0,P522465,9,1,,object sold
148,P522465.9.2,%akk-x-neoass:ep-šu=,ep-šu,"['𒅁', '𒋗']",𒅁𒋗,ep-šu,"['complete', 'complete']",0.0,P522465,9,2,,object sold
149,P522465.9.3,%akk-x-neoass:a-di=,a-di,"['𒀀', '𒁲']",𒀀𒁲,a-di,"['complete', 'complete']",0.0,P522465,9,3,,object sold
150,P522465.9.4,%akk-x-neoass:GIŠ.UR₃.MEŠ-šu₂=,GIŠ.UR₃.MEŠ-šu₂,"['𒄑', '𒃡', '𒈨𒌍', '𒋙']",𒄑𒃡𒈨𒌍𒋙,GIŠ.UR₃.MEŠ-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,P522465,9,4,,object sold
151,P522465.10.1,%akk-x-neoass:a-di=,[a]-di,"['𒀀', '𒁲']",𒀀𒁲,[a]-di,"['missing', 'complete']",0.5,P522465,10,1,,object sold
152,P522465.10.2,%akk-x-neoass:{GIŠ}i-di-la.MEŠ-šu₂=,{giš}i-di-la.MEŠ-šu₂,"['𒄑', '𒄿', '𒁲', '𒆷', '𒈨𒌍', '𒋙']",𒄑𒄿𒁲𒆷𒈨𒌍𒋙,{GIŠ}i-di-la.MEŠ-šu₂,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522465,10,2,,object sold
153,P522465.10.3,%akk-x-neoass:E₂=,E₂,['𒂍'],𒂍,E₂,['complete'],0.0,P522465,10,3,,object sold
154,P522465.10.4,%akk-x-neoass:dan-nu=,dan-nu,"['𒆗', '𒉡']",𒆗𒉡,dan-nu,"['complete', 'complete']",0.0,P522465,10,4,,object sold
155,P522465.11.1,%akk-x-neoass:a-di=,a-di,"['𒀀', '𒁲']",𒀀𒁲,a-di,"['complete', 'complete']",0.0,P522465,11,1,,object sold
156,P522465.11.2,%akk-x-neoass:i-ga-ra-ti-šu₂=,i-ga-ra-ti-šu₂,"['𒄿', '𒂵', '𒊏', '𒋾', '𒋙']",𒄿𒂵𒊏𒋾𒋙,i-ga-ra-ti-šu₂,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522465,11,2,,object sold
157,P522465.12.1,%akk-x-neoass:E₂=,[E₂,['𒂍'],𒂍,[E₂],['missing'],1.0,P522465,12,1,,object sold
158,P522465.12.2,%akk-x-neoass:02-e=,02-⸢e⸣,"['0₂', '𒂊']",0₂𒂊,[02]-⸢e⸣,"['missing', 'damaged']",0.75,P522465,12,2,,object sold
159,P522465.12.3,%akk-x-neoass:TUR₃=,TUR₃,['𒉣𒇬'],𒉣𒇬,TUR₃,['complete'],0.0,P522465,12,3,,object sold
160,P522465.12.4,%akk-x-neoass:E₂-kur-hu=,E₂-kur-hu,"['𒂍', '𒆳', '𒄷']",𒂍𒆳𒄷,E₂-kur-hu,"['complete', 'complete', 'complete']",0.0,P522465,12,4,,object sold
161,P522465.12.5,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522465,12,5,,object sold
162,P522465.12.6,%akk-x-neoass:ŠA₃-bi=,ŠA₃-bi,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,P522465,12,6,,object sold
163,P522465.13.1,%akk-x-neoass:pu-u₂-ru=,⸢pu⸣-u₂-ru,"['𒁍', '𒌑', '𒊒']",𒁍𒌑𒊒,⸢pu⸣-u₂-ru,"['damaged', 'complete', 'complete']",0.17,P522465,13,1,,object sold
164,P522465.13.2,%akk-x-neoass:15=,15,['𒌋𒐊'],𒌋𒐊,15,['complete'],0.0,P522465,13,2,,object sold
165,P522465.13.3,%akk-x-neoass:20=,20,['𒌋𒌋'],𒌋𒌋,20,['complete'],0.0,P522465,13,3,,object sold
166,P522465.13.4,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522465,13,4,,object sold
167,P522465.13.5,%akk-x-neoass:am-me-ti=,am-me-ti,"['𒄠', '𒈨', '𒋾']",𒄠𒈨𒋾,am-me-ti,"['complete', 'complete', 'complete']",0.0,P522465,13,5,,object sold
168,P522465.14.1,%akk-x-neoass:ru-up-šu=,[ru]-up-šu,"['𒊒', '𒌒', '𒋗']",𒊒𒌒𒋗,[ru]-up-šu,"['missing', 'complete', 'complete']",0.33,P522465,14,1,,object sold
169,P522465.14.2,%akk-x-neoass:SUHUR=,SUHUR,['𒋦'],𒋦,SUHUR,['complete'],0.0,P522465,14,2,,object sold
170,P522465.14.3,%akk-x-neoass:E₂=,E₂,['𒂍'],𒂍,E₂,['complete'],0.0,P522465,14,3,,object sold
171,P522465.14.4,%akk-x-neoass:{m}u₂-ni-nu=,{m}u₂-ni-nu,"['𒁹', '𒌑', '𒉌', '𒉡']",𒁹𒌑𒉌𒉡,{m}u₂-ni-nu,"['complete', 'complete', 'complete', 'complete']",0.0,P522465,14,4,,object sold
172,P522465.15.1,%akk-x-neoass:SUHUR=,⸢SUHUR⸣,['𒋦'],𒋦,⸢SUHUR⸣,['damaged'],0.5,P522465,15,1,,object sold
173,P522465.15.2,%akk-x-neoass:KASKAL-MAN=,KASKAL-MAN,"['𒆜', '𒌋𒌋']",𒆜𒌋𒌋,KASKAL-MAN,"['complete', 'complete']",0.0,P522465,15,2,,object sold
174,P522465.15.3,%akk-x-neoass:SUHUR=,SUHUR,['𒋦'],𒋦,SUHUR,['complete'],0.0,P522465,15,3,,object sold
175,P522465.15.4,%akk-x-neoass:E₂=,E₂,['𒂍'],𒂍,E₂,['complete'],0.0,P522465,15,4,,object sold
176,P522465.15.5,%akk-x-neoass:{m}x-x=,{[m}x-x,"['𒁹', 'X', 'X']",𒁹XX,{[m]}[x-x],"['missing', 'missing', 'missing']",1.0,P522465,15,5,,object sold
177,P522465.15.6,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,P522465,15,6,,object sold
178,P522465.16.1,%akk-x-neoass:SUHUR=,⸢SUHUR⸣,['𒋦'],𒋦,⸢SUHUR⸣,['damaged'],0.5,P522465,16,1,,object sold
179,P522465.16.2,%akk-x-neoass:su-qa-qu=,su-qa-⸢qu⸣,"['𒋢', '𒋡', '𒄣']",𒋢𒋡𒄣,su-qa-⸢qu⸣,"['complete', 'complete', 'damaged']",0.17,P522465,16,2,,object sold
180,P522465.16.3,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,P522465,16,3,,object sold
181,P522465.16.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522465,16,4,,object sold
182,P522465.16.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522465,16,5,,object sold
183,P522465.16.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522465,16,6,,object sold
184,P522465.16.7,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,P522465,16,7,,object sold
185,P522465.17.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,P522465,17,1,,object sold
186,P522465.17.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522465,17,2,,object sold
187,P522465.17.3,%akk-x-neoass:{m}{d}PA-DI-PAB.MEŠ=,{m}{d]}⸢PA⸣-DI-PAB.MEŠ,"['𒁹', '𒀭', '𒉺', '𒁲', '𒉽', '𒈨𒌍']",𒁹𒀭𒉺𒁲𒉽𒈨𒌍,{[m]}{[d]}⸢PA⸣-DI-PAB.MEŠ,"['missing', 'missing', 'damaged', 'complete', 'complete', 'complete']",0.42,P522465,17,3,,object sold
188,P522465.17.4,%akk-x-neoass:du=,du,['𒁺'],𒁺,du,['complete'],0.0,P522465,17,4,,object sold
189,P522465.17.5,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,P522465,17,5,,object sold
190,P522465.17.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522465,17,6,,object sold
191,P522465.17.7,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522465,17,7,,object sold
192,P522465.17.8,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522465,17,8,,object sold
193,P522465.17.9,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,P522465,17,9,,object sold
194,P522465.18.1,%akk-x-neoass:u₂-piš-ma=,[u₂-piš]-ma,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,[u₂-piš]-ma,"['missing', 'missing', 'complete']",0.67,P522465,18,1,,initiation of transaction
195,P522465.18.2,%akk-x-neoass:{1}aš-šur-KUR-LAL=,{1}aš-šur-[KUR-LAL],"['𒁹', '𒀸', '𒋩', '𒆳', '𒇲']",𒁹𒀸𒋩𒆳𒇲,{1}aš-šur-[KUR-LAL],"['complete', 'complete', 'complete', 'missing', 'missing']",0.4,P522465,18,2,,initiation of transaction
196,P522465.19.1,%akk-x-neoass:ina=,[ina,['𒀸'],𒀸,[ina],['missing'],1.0,P522465,19,1,,price
197,P522465.19.2,%akk-x-neoass:ŠA₃-bi=,ŠA₃-bi,"['𒊮', '𒁉']",𒊮𒁉,[ŠA₃-bi],"['missing', 'missing']",1.0,P522465,19,2,,price
198,P522465.19.3,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,P522465,19,3,,price
199,P522465.19.4,%akk-x-neoass:1/2=,1/2,['𒈦'],𒈦,1/2,['complete'],0.0,P522465,19,4,,price
200,P522465.19.5,%akk-x-neoass:MA.NA=,MA.NA,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,P522465,19,5,,price
201,P522465.19.6,%akk-x-neoass:ṣa=,ṣa,['𒍝'],𒍝,ṣa,['complete'],0.0,P522465,19,6,,price
202,P522465.19.7,%akk-x-neoass:ri=,ri,['𒊑'],𒊑,ri,['complete'],0.0,P522465,19,7,,price
203,P522465.19.8,%akk-x-neoass:KUG.UD=,KUG.UD,"['𒆬', '𒌓']",𒆬𒌓,KUG.UD,"['complete', 'complete']",0.0,P522465,19,8,,price
204,P522465.20.1,%akk-x-neoass:TA=,[TA,['𒋫'],𒋫,[TA],['missing'],1.0,P522465,20,1,,completion of transaction
205,P522465.20.2,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,[IGI],['missing'],1.0,P522465,20,2,,completion of transaction
206,P522465.20.3,%akk-x-neoass:{m}{d}PA-DI-PAB.MEŠ=,{m}{d}PA]-DI-PAB.MEŠ,"['𒁹', '𒀭', '𒉺', '𒁲', '𒉽', '𒈨𒌍']",𒁹𒀭𒉺𒁲𒉽𒈨𒌍,{[m]}{[d]}[PA]-DI-PAB.MEŠ,"['missing', 'missing', 'missing', 'complete', 'complete', 'complete']",0.5,P522465,20,3,,completion of transaction
207,P522465.20.4,%akk-x-neoass:TA=,TA,['𒋫'],𒋫,TA,['complete'],0.0,P522465,20,4,,completion of transaction
208,P522465.20.5,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522465,20,5,,completion of transaction
209,P522465.21.1,%akk-x-neoass:{m}{d}PA-ma-lik=,{[m}{d}PA-ma-lik],"['𒁹', '𒀭', '𒉺', '𒈠', '𒌨']",𒁹𒀭𒉺𒈠𒌨,{[m]}{[d]}[PA-ma-lik],"['missing', 'missing', 'missing', 'missing', 'missing']",1.0,P522465,21,1,,completion of transaction
210,P522465.21.2,%akk-x-neoass:il-qi=,il-qi,"['𒅋', '𒆥']",𒅋𒆥,il-qi,"['complete', 'complete']",0.0,P522465,21,2,,completion of transaction
211,P522465.21.3,%akk-x-neoass:kas-pu=,kas-pu,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,P522465,21,3,,confirmation of transfer 1
212,P522465.22.1,%akk-x-neoass:ga-mur=,[ga-mur,"['𒂵', '𒄯']",𒂵𒄯,[ga-mur],"['missing', 'missing']",1.0,P522465,22,1,,confirmation of transfer 1
213,P522465.22.2,%akk-x-neoass:ta-din=,ta]-din,"['𒋫', '𒁷']",𒋫𒁷,[ta]-din,"['missing', 'complete']",0.5,P522465,22,2,,confirmation of transfer 1
214,P522465.22.3,%akk-x-neoass:E₂=,E₂,['𒂍'],𒂍,E₂,['complete'],0.0,P522465,22,3,,confirmation of transfer 2
215,P522465.22.4,%akk-x-neoass:šu-a-tu₂=,šu-a-⸢tu₂⸣,"['𒋗', '𒀀', '𒌓']",𒋗𒀀𒌓,šu-a-⸢tu₂⸣,"['complete', 'complete', 'damaged']",0.17,P522465,22,4,,confirmation of transfer 2
216,P522465.23.1,%akk-x-neoass:za-rip=,[za-rip],"['𒍝', '𒆗']",𒍝𒆗,[za-rip],"['missing', 'missing']",1.0,P522465,23,1,,confirmation of transfer 2
217,P522465.23.2,%akk-x-neoass:la-qi₂=,⸢la⸣-qi₂,"['𒆷', '𒆠']",𒆷𒆠,⸢la⸣-qi₂,"['damaged', 'complete']",0.25,P522465,23,2,,confirmation of transfer 2
218,P522465.23.3,%akk-x-neoass:tu-a-ru=,⸢tu⸣-[a-ru],"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,⸢tu⸣-[a-ru],"['damaged', 'missing', 'missing']",0.83,P522465,23,3,,exclusion of litigation
219,P522465.26.1,%akk-x-neoass:02=,02,['0₂'],0₂,[02],['missing'],1.0,P522465,26,1,,penalties for litigation: penalty
220,P522465.26.2,%akk-x-neoass:MA.NA=,MA].⸢NA⸣,"['𒈠', '𒈾']",𒈠𒈾,[MA].⸢NA⸣,"['missing', 'damaged']",0.75,P522465,26,2,,penalties for litigation: penalty
221,P522465.26.3,%akk-x-neoass:KUG.UD=,KUG.UD,"['𒆬', '𒌓']",𒆬𒌓,KUG.UD,"['complete', 'complete']",0.0,P522465,26,3,,penalties for litigation: penalty
222,P522465.26.4,%akk-x-neoass:SUM-na=,SUM-na,"['𒋧', '𒈾']",𒋧𒈾,SUM-na,"['complete', 'complete']",0.0,P522465,26,4,,penalties for litigation: penalty
223,P522465.26.5,%akk-x-neoass:MAŠ=,MAŠ,['𒈦'],𒈦,MAŠ,['complete'],0.0,P522465,26,5,,penalties for litigation: penalty
224,P522465.26.6,%akk-x-neoass:ti=,ti,['𒋾'],𒋾,ti,['complete'],0.0,P522465,26,6,,penalties for litigation: penalty
225,P522465.27.1,%akk-x-neoass:ina=,[ina,['𒀸'],𒀸,[ina],['missing'],1.0,P522465,27,1,,penalties for litigation: penalty
226,P522465.27.2,%akk-x-neoass:bur-ki=,bur-ki,"['𒁓', '𒆠']",𒁓𒆠,[bur-ki],"['missing', 'missing']",1.0,P522465,27,2,,penalties for litigation: penalty
227,P522465.27.3,%akk-x-neoass:{d}NIN.LIL₂=,{d]}⸢NIN⸣.LIL₂,"['𒀭', '𒊩𒌆', '𒆤']",𒀭𒊩𒌆𒆤,{[d]}⸢NIN⸣.LIL₂,"['missing', 'damaged', 'complete']",0.5,P522465,27,3,,penalties for litigation: penalty
228,P522465.27.4,%akk-x-neoass:i-ša₂-ka-an=,i-ša₂-ka-an,"['𒄿', '𒃻', '𒅗', '𒀭']",𒄿𒃻𒅗𒀭,i-ša₂-ka-an,"['complete', 'complete', 'complete', 'complete']",0.0,P522465,27,4,,penalties for litigation: penalty
229,P522465.28.1,%akk-x-neoass:02=,02,['0₂'],0₂,[02],['missing'],1.0,P522465,28,1,,penalties for litigation: penalty
230,P522465.28.2,%akk-x-neoass:ANŠE.KUR.RA=,ANŠE.KUR.RA],"['𒀲', '𒆳', '𒊏']",𒀲𒆳𒊏,[ANŠE].[KUR].[RA],"['missing', 'missing', 'missing']",1.0,P522465,28,2,,penalties for litigation: penalty
231,P522465.28.3,%akk-x-neoass:BABBAR.MEŠ-ti=,⸢BABBAR⸣.MEŠ-ti,"['𒌓', '𒈨𒌍', '𒋾']",𒌓𒈨𒌍𒋾,⸢BABBAR⸣.MEŠ-ti,"['damaged', 'complete', 'complete']",0.17,P522465,28,3,,penalties for litigation: penalty
232,P522465.28.4,%akk-x-neoass:ina=,(ina),['𒀸'],𒀸,ina,['complete'],0.0,P522465,28,4,,penalties for litigation: penalty
233,P522465.28.5,%akk-x-neoass:GIR₃.2=,GIR₃.2,"['𒄊', '𒈫']",𒄊𒈫,GIR₃.2,"['complete', 'complete']",0.0,P522465,28,5,,penalties for litigation: penalty
234,P522465.28.6,%akk-x-neoass:aš-šur=,aš-šur,"['𒀸', '𒋩']",𒀸𒋩,aš-šur,"['complete', 'complete']",0.0,P522465,28,6,,penalties for litigation: penalty
235,P522465.29.1,%akk-x-neoass:i-ra-ka-sa=,[i-ra]-⸢ka⸣-sa,"['𒄿', '𒊏', '𒅗', '𒊓']",𒄿𒊏𒅗𒊓,[i-ra]-⸢ka⸣-sa,"['missing', 'missing', 'damaged', 'complete']",0.62,P522465,29,1,,penalties for litigation: penalty
236,P522465.29.2,%akk-x-neoass:DUMU.UŠ-šu₂=,DUMU.UŠ-šu₂,"['𒌉', '𒍑', '𒋙']",𒌉𒍑𒋙,DUMU.UŠ-šu₂,"['complete', 'complete', 'complete']",0.0,P522465,29,2,,penalties for litigation: penalty
237,P522465.29.3,%akk-x-neoass:ra-bu-u=,ra-bu-(u),"['𒊏', '𒁍', '𒌋']",𒊏𒁍𒌋,ra-bu-u,"['complete', 'complete', 'complete']",0.0,P522465,29,3,,penalties for litigation: penalty
238,P522465.30.1,%akk-x-neoass:ina=,[ina,['𒀸'],𒀸,[ina],['missing'],1.0,P522465,30,1,,penalties for litigation: penalty
239,P522465.30.2,%akk-x-neoass:ha-am-ri=,ha-am-ri,"['𒄩', '𒄠', '𒊑']",𒄩𒄠𒊑,[ha-am-ri],"['missing', 'missing', 'missing']",1.0,P522465,30,2,,penalties for litigation: penalty
240,P522465.30.3,%akk-x-neoass:{d}IM=,{d]}IM,"['𒀭', '𒅎']",𒀭𒅎,{[d]}IM,"['missing', 'complete']",0.5,P522465,30,3,,penalties for litigation: penalty
241,P522465.30.4,%akk-x-neoass:i-qa-lu=,i-qa-lu,"['𒄿', '𒋡', '𒇻']",𒄿𒋡𒇻,i-qa-lu,"['complete', 'complete', 'complete']",0.0,P522465,30,4,,penalties for litigation: penalty
242,P522465.31.1,%akk-x-neoass:kas-pu=,[kas-pu],"['𒆜', '𒁍']",𒆜𒁍,[kas-pu],"['missing', 'missing']",1.0,P522465,31,1,,penalties for litigation: penalty
243,P522465.31.2,%akk-x-neoass:ina=,⸢ina⸣,['𒀸'],𒀸,⸢ina⸣,['damaged'],0.5,P522465,31,2,,penalties for litigation: penalty
244,P522465.31.3,%akk-x-neoass:10-a-ti=,10-a-ti,"['𒌋', '𒀀', '𒋾']",𒌋𒀀𒋾,10-a-ti,"['complete', 'complete', 'complete']",0.0,P522465,31,3,,penalties for litigation: penalty
245,P522465.31.4,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522465,31,4,,penalties for litigation: penalty
246,P522465.31.5,%akk-x-neoass:EN-e-šu₂=,EN-e-šu₂,"['𒂗', '𒂊', '𒋙']",𒂗𒂊𒋙,EN-e-šu₂,"['complete', 'complete', 'complete']",0.0,P522465,31,5,,penalties for litigation: penalty
247,P522465.32.1,%akk-x-neoass:GUR-ra=,[GUR]-ra,"['𒄥', '𒊏']",𒄥𒊏,[GUR]-ra,"['missing', 'complete']",0.5,P522465,32,1,,penalties for litigation: penalty
248,P522465.32.2,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522465,32,2,,penalties for litigation: penalty
249,P522465.32.3,%akk-x-neoass:de-ni-šu₂=,de-ni-šu₂,"['𒁲', '𒉌', '𒋙']",𒁲𒉌𒋙,de-ni-šu₂,"['complete', 'complete', 'complete']",0.0,P522465,32,3,,penalties for litigation: penalty
250,P522465.32.4,%akk-x-neoass:DUG₄.DUG₄-ma=,DUG₄.DUG₄-ma,"['𒅗', '𒅗', '𒈠']",𒅗𒅗𒈠,DUG₄.DUG₄-ma,"['complete', 'complete', 'complete']",0.0,P522465,32,4,,penalties for litigation: penalty
251,P522465.33.1,%akk-x-neoass:NU=,[NU,['𒉡'],𒉡,[NU],['missing'],1.0,P522465,33,1,,penalties for litigation: penalty
252,P522465.33.2,%akk-x-neoass:TI-qi₂=,TI]-⸢qi₂⸣,"['𒋾', '𒆠']",𒋾𒆠,[TI]-⸢qi₂⸣,"['missing', 'damaged']",0.75,P522465,33,2,,penalties for litigation: penalty
253,P522465.33.3,%akk-x-neoass:aš-šur=,aš-šur,"['𒀸', '𒋩']",𒀸𒋩,aš-šur,"['complete', 'complete']",0.0,P522465,33,3,,penalties for litigation: penalty
254,P522465.33.4,%akk-x-neoass:{d}UTU=,{d}UTU,"['𒀭', '𒌓']",𒀭𒌓,{d}UTU,"['complete', 'complete']",0.0,P522465,33,4,,penalties for litigation: penalty
255,P522465.33.5,%akk-x-neoass:{d}EN=,{d}EN,"['𒀭', '𒂗']",𒀭𒂗,{d}EN,"['complete', 'complete']",0.0,P522465,33,5,,penalties for litigation: penalty
256,P522465.33.6,%akk-x-neoass:{d}PA=,{d}PA,"['𒀭', '𒉺']",𒀭𒉺,{d}PA,"['complete', 'complete']",0.0,P522465,33,6,,penalties for litigation: penalty
257,P522465.34.1,%akk-x-neoass:lu-u=,[lu-u,"['𒇻', '𒌋']",𒇻𒌋,[lu-u],"['missing', 'missing']",1.0,P522465,34,1,,penalties for litigation: penalty
258,P522465.34.2,%akk-x-neoass:EN-de-ni-šu₂=,EN]-⸢de⸣-ni-šu₂,"['𒂗', '𒁲', '𒉌', '𒋙']",𒂗𒁲𒉌𒋙,[EN]-⸢de⸣-ni-šu₂,"['missing', 'damaged', 'complete', 'complete']",0.38,P522465,34,2,,penalties for litigation: penalty
259,P522465.34.3,%akk-x-neoass:a-de-e=,a-de-(e),"['𒀀', '𒁲', '𒂊']",𒀀𒁲𒂊,a-de-e,"['complete', 'complete', 'complete']",0.0,P522465,34,3,,penalties for litigation: penalty
260,P522465.34.4,%akk-x-neoass:ša₂=,ša₂,['𒃻'],𒃻,ša₂,['complete'],0.0,P522465,34,4,,penalties for litigation: penalty
261,P522465.34.5,%akk-x-neoass:MAN=,MAN,['𒌋𒌋'],𒌋𒌋,MAN,['complete'],0.0,P522465,34,5,,penalties for litigation: penalty
262,P522465.34.6,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522465,34,6,,penalties for litigation: penalty
263,P522465.34.7,%akk-x-neoass:ŠU.2-i-šu₂=,ŠU.2-i-šu₂,"['𒋗', '𒈫', '𒄿', '𒋙']",𒋗𒈫𒄿𒋙,ŠU.2-i-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,P522465,34,7,,penalties for litigation: penalty
264,P522465.36.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522465,36,1,,witness
265,P522465.36.2,%akk-x-neoass:{m}ba-i-u₂=,{m}ba-i-u₂,"['𒁹', '𒁀', '𒄿', '𒌑']",𒁹𒁀𒄿𒌑,{m}ba-i-u₂,"['complete', 'complete', 'complete', 'complete']",0.0,P522465,36,2,,witness
266,P522465.36.3,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522465,36,3,,witness
267,P522465.36.4,%akk-x-neoass:{m}{d}IM-it-tal-ka=,{m}{d}IM-it-tal-ka,"['𒁹', '𒀭', '𒅎', '𒀉', '𒊑', '𒅗']",𒁹𒀭𒅎𒀉𒊑𒅗,{m}{d}IM-it-tal-ka,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522465,36,4,,witness
268,P522465.37.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522465,37,1,,witness
269,P522465.37.2,%akk-x-neoass:{m}a-du-šu=,{m}a-du-šu,"['𒁹', '𒀀', '𒁺', '𒋗']",𒁹𒀀𒁺𒋗,{m}a-du-šu,"['complete', 'complete', 'complete', 'complete']",0.0,P522465,37,2,,witness
270,P522465.37.3,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522465,37,3,,witness
271,P522465.37.4,%akk-x-neoass:{m}sa-al-ma-nu=,{m}sa-al-ma-nu,"['𒁹', '𒊓', '𒀠', '𒈠', '𒉡']",𒁹𒊓𒀠𒈠𒉡,{m}sa-al-ma-nu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522465,37,4,,witness
272,P522465.38.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522465,38,1,,witness
273,P522465.38.2,%akk-x-neoass:{m}ha-an-nu-ia=,{m}ha-an-nu-ia,"['𒁹', '𒄩', '𒀭', '𒉡', '𒅀']",𒁹𒄩𒀭𒉡𒅀,{m}ha-an-nu-ia,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522465,38,2,,witness
